0.935153,-0.404415
-7.19961,1.63864
6.6032,3.80977
-1.25667,-3.29428
7.04039,4.51884
-1.32009,2.41878
1.62574,0.239633
-6.79763,5.22812
1.89218,5.95526
-0.837116,2.27415
0.934043,-0.309407
-7.19682,1.55424
6.59696,3.72368
-1.24834,-3.38736
7.05946,4.41587
-1.31993,2.52112
1.62386,0.156192
-6.77027,5.27344
1.92245,5.96162
-0.834244,2.19047
0.933253,-0.214186
-7.19385,1.46998
6.5904,3.63761
-1.24005,-3.48045
7.07812,4.3123
-1.31854,2.62386
1.62103,0.0727442
-6.73714,5.31418
1.95764,5.96767
-0.830994,2.06492
0.932581,-0.0710145
-7.18913,1.34388
6.58014,3.50854
-1.22768,-3.62009
7.10541,4.15593
-1.3144,2.77793
1.61518,-0.0523762
-6.6782,5.3678
2.01835,5.97623
-0.829434,1.9812
0.932433,0.0246416
-7.18583,1.25996
6.57306,3.42251
-1.21945,-3.71318
7.12313,4.05099
-1.31043,2.8806
1.61034,-0.135735
-6.63362,5.39922
-0.827469,1.81375
0.932761,0.21643
-7.179,1.09231
6.55835,3.2505
-1.20292,-3.89936
7.15743,3.83929
-1.30004,3.08583
1.59885,-0.302302
-6.5339,5.45341
2.16205,5.99154
-0.82718,1.77189
0.932962,0.264473
-7.17727,1.05041
6.55456,3.20751
-1.19877,-3.9459
7.16575,3.78597
-1.29699,3.13712
1.59565,-0.343909
-6.50707,5.4654
2.18829,5.99385
-0.826707,1.6463
-7.17205,0.924685
6.54299,3.07855
-1.1862,-4.08552
7.19013,3.62505
-1.28694,3.29091
1.58539,-0.46864
-6.42269,5.49822
2.27014,6.00033
-0.826673,1.56256
0.934594,0.505238
-7.16857,0.840815
6.53511,2.99259
-1.17772,-4.17859
7.20585,3.51695
-1.27954,3.39339
1.57809,-0.551716
-6.36358,5.51779
2.32696,6.00428
-0.826962,1.43697
0.936026,0.650122
-7.1634,0.714876
6.52308,2.86367
-1.16483,-4.31818
7.2286,3.35355
-1.26757,3.54705
1.56655,-0.676206
-6.27122,5.54421
2.41502,6.00964
-0.827578,1.31138
0.937755,0.795313
-7.15834,0.588725
6.51085,2.73477
-1.15171,-4.45775
7.25031,3.18866
-1.25469,3.70063
1.55445,-0.800543
-6.17508,5.56767
2.50588,6.01433
-0.82813,1.22765
0.939059,0.892273
-7.15504,0.504482
6.50262,2.64884
-1.14282,-4.55079
7.26417,3.0779
-1.24567,3.80299
1.54612,-0.883347
-6.10918,5.58195
2.56775,6.01709
-0.829489,1.06019
0.941988,1.0865
-7.14866,0.335596
6.48606,2.477
-1.12469,-4.73681
7.29037,2.85445
-1.22676,4.00761
1.529,-1.04874
-5.97368,5.60782
2.694,6.02169
-0.830262,0.976465
0.943597,1.18363
-7.14559,0.250934
6.47776,2.39108
-1.11543,-4.82976
7.30268,2.74177
-1.21693,4.10989
1.52026,-1.13132
-5.90432,5.61965
2.75816,6.02354
-0.830667,0.934602
0.944435,1.2322
-7.1441,0.208544
6.47361,2.34812
-1.11076,-4.8762
7.30863,2.6852
-1.21194,4.16102
1.51585,-1.17259
-5.86929,5.62533
-0.831933,0.809012
0.947071,1.3779
-7.13975,0.0811272
6.46122,2.21935
-1.09657,-5.01538
7.32565,2.5146
-1.19666,4.31439
1.50251,-1.29627
-5.76289,5.64158
-0.832823,0.725287
0.948922,1.47502
-7.13697,-0.0040207
6.45305,2.13368
-1.09649,-5.10071
7.3363,2.40016
-1.18626,4.41661
1.49356,-1.37866
-5.69101,5.65183
-0.834813,0.557851
0.952795,1.66928
-7.13161,-0.174738
6.43732,1.96284
-1.12882,-5.2454
7.35589,2.16986
-1.16492,4.62099
-5.54556,5.67113
-0.835955,0.474159
0.954798,1.7664
-7.129,-0.260279
6.42988,1.87767
-1.15863,-5.30659
7.36485,2.05413
-1.15399,4.72316
-5.47222,5.68025
-0.837216,0.390496
0.956832,1.86353
-7.12642,-0.345923
6.42281,1.79267
-1.19607,-5.36142
7.37326,1.93808
-1.14288,4.82531
-5.39861,5.68904
-0.83861,0.30687
-7.12385,-0.431656
6.41614,1.70783
-1.2402,-5.41058
7.38113,1.82175
-1.1316,4.92743
-5.3248,5.69754
-0.840973,0.181512
0.961997,2.10634
-7.12001,-0.560387
6.40698,1.58085
-1.31716,-5.47504
7.39192,1.64686
-1.11797,5.07794
-0.843691,0.0562635
-7.11616,-0.689214
6.39891,1.4542
7.40154,1.4716
-1.13078,5.20866
3.49013,6.02944
-0.845715,-0.0271694
-7.11358,-0.775115
6.39418,1.36993
-1.46852,-5.5621
7.40732,1.35461
-1.15337,5.28511
3.55823,6.02936
-0.84909,-0.152215
-7.10967,-0.90393
6.3881,1.24375
-1.57019,-5.60453
7.41505,1.179
-1.20465,5.38632
-4.91931,5.7386
3.66073,6.02921
-0.851574,-0.235508
-7.10704,-0.989746
6.38473,1.15976
-1.64157,-5.62951
7.41959,1.06187
-1.24856,5.44617
-4.84654,5.74435
3.72927,6.02911
-0.854253,-0.318742
-7.10438,-1.07548
6.38193,1.07587
-1.7154,-5.65222
7.42366,0.94474
-1.2989,5.50093
-4.77447,5.74922
3.79797,6.02902
-0.858645,-0.44348
-7.10035,-1.20389
6.3788,0.950191
-1.83008,-5.6826
7.42887,0.769086
-1.38426,5.57512
-4.66803,5.75455
3.90129,6.02893
-0.861822,-0.526563
-7.09763,-1.28933
6.37742,0.866494
-1.90876,-5.70077
7.43178,0.652038
-4.59835,5.75663
3.97034,6.0289
-0.868634,-0.692609
-7.09216,-1.45969
6.37637,0.699325
7.43602,0.41785
-4.46222,5.75697
4.10886,6.02896
-0.870402,-0.734108
-7.0908,-1.50216
6.37645,0.657585
7.43672,0.359231
-4.42882,5.75624
4.14357,6.02901
-0.875786,-0.858605
-7.08675,-1.62921
6.3775,0.5325
-2.23702,-5.76116
7.43787,0.183081
-4.32999,5.75213
4.2479,6.02925
-0.881215,-0.983133
-7.08279,-1.75569
6.37974,0.407626
-2.36435,-5.7802
7.43749,0.00636051
-4.23282,5.7453
4.35251,6.02962
-0.884813,-1.06619
-7.08021,-1.83966
6.38187,0.324494
-2.45019,-5.79217
7.43633,-0.111838
-4.16868,5.73942
4.42241,6.02996
-0.890124,-1.19084
-7.07647,-1.96503
6.38603,0.199967
-2.58017,-5.8093
7.43319,-0.289792
-4.07303,5.72896
4.5275,6.0306
